ID,var_rpta_alt,Prob_uno
481468#993927#86415,1,0.9289392
156413#556247#524095,1,0.5926685
225370#848692#231650,1,0.53497857
376213#573527#506815,1,0.6718651
494090#475852#604490,0,0.3160528
41665#452823#627528,1,0.5938554
47662#661611#418731,0,0.3605122
297678#638645#441697,0,0.44198135
246420#255420#827563,1,0.6290395
590666#963758#116584,0,0.38254935
236750#334592#745997,1,0.7853418
625553#290294#792759,1,0.7953007
259887#349822#730936,1,0.575484
457144#138534#949566,1,0.58949655
272984#565683#514659,0,0.43029416
572667#98104#989660,1,0.69034123
555582#872680#207662,0,0.43281364
154176#734368#345974,0,0.32464036
597743#254328#828664,1,0.7521916
24730#442436#637870,1,0.5815039
239086#243081#839929,1,0.6362762
627592#357531#722333,1,0.83627343
360524#838570#241772,0,0.23978437
43897#323204#759927,1,0.6954218
146859#1006510#73832,1,0.7559579
536855#105243#982532,1,0.5105901
41987#532417#547925,0,0.4900999
127814#882674#197668,0,0.2698247
142907#507610#572732,0,0.37680528
556918#1030300#50042,1,0.73572636
534161#1027975#52367,1,0.56357
254105#333306#747273,1,0.89104587
261380#992101#88241,1,0.58920026
119843#875237#205105,0,0.40472734
260738#633041#447301,1,0.54244715
440283#1063304#17038,0,0.42829385
72801#36452#1068603,1,0.55176646
435647#360041#719821,1,0.64303976
454270#1019389#60953,1,0.7960149
525612#879017#201325,0,0.36486146
585103#889562#190780,0,0.48326796
518623#1024733#55609,0,0.09631919
164384#208214#874496,0,0.4803382
394856#401573#678342,0,0.3863926
597675#1023467#56875,1,0.62387073
511834#773431#306911,0,0.44491684
289723#424975#655001,1,0.6483703
204200#788960#291382,0,0.30488655
540783#467675#612667,0,0.21807143
503268#297980#785124,1,0.8376951
627721#849051#231291,1,0.5992062
37406#96548#991224,0,0.40234405
588276#160285#927816,1,0.6876369
99788#163344#924776,1,0.63704246
431486#591449#488893,0,0.28332078
132668#486035#594307,0,0.38949662
437386#353814#726052,1,0.8068122
25053#374048#705806,0,0.49599555
295419#382360#697494,1,0.7697231
381790#975635#104707,0,0.37533706
486842#416964#663030,1,0.6500841
231171#951807#128535,0,0.31025743
306879#971723#108619,0,0.23902954
190854#195103#893153,0,0.34722525
46314#234277#848575,1,0.6745698
408876#452008#628351,1,0.5878918
613200#658985#421357,1,0.6183709
525833#1037310#43032,0,0.49886474
627684#385496#694356,1,0.76062936
356375#971159#109183,1,0.519427
328292#369878#709976,1,0.8627427
146401#603449#476893,0,0.20594896
160976#590084#490258,0,0.45253965
488698#382848#697003,0,0.4718315
400977#241425#841596,1,0.6242159
365136#343734#736943,1,0.6961734
348985#497954#582388,1,0.5149715
93058#313572#769565,1,0.5739444
203928#212291#870463,1,0.8419423
409509#142695#945403,0,0.39605445
577605#328394#754764,1,0.62518287
358851#440132#640177,0,0.22431692
248184#832748#247594,0,0.33029124
23626#843602#236740,1,0.619232
597283#490825#589517,0,0.35613954
466675#891368#188974,0,0.4710219
596109#668058#412284,0,0.4846762
440035#840172#240170,1,0.8294109
320327#386434#693415,1,0.52452195
126104#292617#790451,1,0.69612485
553599#370558#709288,1,0.6060886
444445#997062#83280,0,0.35383105
91946#754679#325663,1,0.6993464
90884#93258#994510,1,0.6558993
119779#158541#929570,1,0.73330414
263097#495142#585200,1,0.57539374
383354#853644#226698,0,0.2812504
178254#533043#547299,0,0.28711244
546700#149603#938490,1,0.6966963
252659#232428#850408,1,0.6967956
168104#529026#551316,0,0.25616354
450178#931416#148926,1,0.51755047
68519#221139#861656,1,0.73424363
318494#364432#715419,1,0.7419304
456866#493100#587242,0,0.4708719
563297#734227#346115,0,0.26558477
555829#869681#210661,0,0.42182782
395703#46376#1058454,1,0.65919733
526886#1014219#66123,1,0.56410223
66987#41714#1063390,1,0.7034942
526689#661471#418871,0,0.43560046
63610#977957#102385,1,0.5456172
135167#883597#196745,0,0.34470123
523776#231347#851488,0,0.44567433
623060#746455#333887,0,0.44098857
356300#53140#1051807,1,0.6231862
23952#400207#679699,1,0.7031241
533463#866336#214006,0,0.2209065
240710#508231#572111,1,0.5500521
462833#926810#153532,1,0.578738
380492#1052892#27450,0,0.46878564
264315#613022#467320,0,0.29185504
158675#90469#1014861,0,0.37436923
258458#331333#749229,1,0.56915045
432508#141068#947033,0,0.47150058
418735#391772#688133,1,0.5408286
18475#826159#254183,1,0.5470668
283501#323513#759617,1,0.6459341
276402#378447#701409,1,0.69463646
329593#70954#1034098,0,0.42708758
617571#418941#661052,1,0.53168964
249194#877698#202644,1,0.65097576
294773#1056583#23759,0,0.33753374
549135#381357#698495,0,0.44517732
92918#303999#779107,0,0.42055243
143940#827895#252447,1,0.6279919
404402#971196#109146,1,0.6829185
503397#792563#287779,0,0.24380119
180657#468673#611669,1,0.61259484
181827#572544#507798,1,0.6196375
472524#824872#255470,0,0.19443405
425529#996823#83519,0,0.48282397
279814#1038112#42230,0,0.33931687
286369#779282#301060,1,0.5096425
256993#109711#978085,1,0.6388139
329974#888721#191621,0,0.41128144
357171#77750#1027340,0,0.43752804
63047#147992#940105,1,0.7425129
65230#985584#94758,1,0.5692621
42160#379201#700655,0,0.3959115
162433#87500#1017768,0,0.2871518
55922#805581#274761,0,0.37754837
87495#742814#337528,0,0.43347445
547213#858485#221857,0,0.38362387
64184#421577#658412,1,0.686638
215712#667536#412806,0,0.46991217
347813#420572#659420,1,0.79112554
511688#541688#538654,0,0.342471
403239#842918#237424,0,0.39609218
66937#476009#604333,1,0.7048766
307797#664614#415728,0,0.30648077
58765#86139#1019125,0,0.16400109
431436#272552#810467,1,0.69172484
487186#1005412#74930,0,0.25053987
503183#789853#290489,0,0.315911
320370#867547#212795,0,0.2944956
170684#587049#493293,0,0.37600484
40709#555656#524686,0,0.3692816
58995#758410#321932,0,0.39668077
50707#539503#540839,0,0.48383504
173539#673836#406506,1,0.623524
363467#39253#1065843,1,0.8186017
350446#1015787#64555,1,0.8128725
165615#553127#527215,0,0.44814014
311073#1041124#39218,0,0.29886127
460938#542494#537848,1,0.5423998
231490#811359#268983,0,0.44973883
362422#404212#675709,1,0.8480705
293810#45971#1058861,1,0.5179809
141532#1038060#42282,0,0.26162687
71425#216669#866104,1,0.6083205
117954#281785#801262,1,0.7852141
274367#642157#438185,0,0.31731525
94151#794284#286058,0,0.44217476
450373#367218#712642,1,0.8431816
300609#753578#326764,1,0.73788506
397425#41671#1063433,0,0.43452078
283276#778945#301397,1,0.5862599
254519#837683#242659,0,0.21606928
523947#471576#608766,0,0.30160564
382813#458760#621583,1,0.55265945
129948#672644#407698,1,0.65826917
421262#527690#552652,0,0.44576314
508912#816179#264163,1,0.546198
346508#701495#378847,1,0.58934325
44831#771497#308845,1,0.678993
292477#333545#747031,0,0.48739982
26362#132730#955202,1,0.5189715
129696#603924#476418,0,0.12721543
220494#996824#83518,0,0.45002124
26821#366918#712941,1,0.6870979
37866#764551#315791,1,0.6528384
24821#551789#528553,0,0.31402904
330074#623447#456895,0,0.44676742
48926#977163#103179,0,0.46331298
285283#672632#407710,1,0.76199365
150665#551683#528659,0,0.42214403
591814#329242#751452,1,0.8763405
82974#241881#841139,1,0.5582682
583361#1009909#70433,1,0.57414514
612830#366886#712974,0,0.2803692
556063#422209#657778,1,0.60428387
144988#342534#738130,1,0.6184772
423638#339549#741095,1,0.53384584
170473#819728#260614,1,0.54486835
610755#368323#711538,0,0.4536976
256284#281089#801954,0,0.35479155
569925#372105#707748,0,0.39498252
253456#509288#571054,1,0.55039674
473324#884655#195687,0,0.26216742
613209#694926#385416,1,0.71262556
123510#708360#371982,1,0.5046987
632804#751640#328702,0,0.3748674
231137#803681#276661,1,0.6067527
586897#138289#949810,0,0.41447264
184179#954770#125572,1,0.51011586
194751#596409#483933,1,0.53277504
523947#503684#576658,0,0.36794943
243331#819237#261105,0,0.28777516
267929#975595#104747,0,0.3421821
3133#265439#817553,1,0.6445543
443646#910804#169538,0,0.39033124
416136#407131#672789,1,0.7838455
4949#540289#540053,0,0.3350039
161336#519546#560796,1,0.5669325
38245#785561#294781,1,0.76255316
6124#942421#137921,1,0.5174978
631099#585209#495133,0,0.24548122
354064#678094#402248,0,0.1975167
156853#305799#777311,1,0.7759938
147388#688622#391720,1,0.5913491
116585#245062#837934,1,0.65117526
397208#873185#207157,0,0.24109294
590476#237205#845752,0,0.49666768
255786#243907#839092,1,0.56176907
60063#1031376#48966,0,0.30062267
516047#546063#534279,1,0.53490126
286067#117948#969882,0,0.3422522
42821#764097#316245,1,0.69131076
434193#1060875#19467,1,0.6211063
223694#248861#834143,1,0.7547881
92717#300393#782718,1,0.78169125
454236#176648#911460,1,0.5509725
589992#590039#490303,1,0.512848
101597#687338#393004,0,0.1912647
48370#1013243#67099,1,0.52168334
412573#295824#787275,0,0.42944866
622027#1074976#5366,0,0.31360978
159890#806383#273959,1,0.6075782
42278#734899#345443,0,0.48451176
72679#970581#109761,0,0.3854496
27402#785709#294633,1,0.7124801
30864#820381#259961,0,0.3983695
245174#555408#524934,1,0.5507439
483261#256525#826454,1,0.68601966
2024#119441#968386,1,0.57419926
344784#639802#440540,0,0.46444595
217036#253495#829506,0,0.46263516
82098#386523#693327,1,0.64741063
355390#910345#169997,1,0.62422967
263319#313014#770123,1,0.58354527
401272#608045#472297,0,0.48909584
148831#214192#868569,0,0.48359972
26914#418265#661730,1,0.80816
279281#1048165#32177,0,0.4065297
179402#323431#759702,1,0.5283712
301748#513555#566787,1,0.7059957
181817#279989#803055,0,0.43117952
142076#152224#935874,0,0.36638466
108708#658561#421781,0,0.3615635
336942#819948#260394,0,0.32969883
65714#618679#461663,0,0.32976443
181827#572497#507845,1,0.59468055
437039#818022#262320,0,0.43776157
186072#286422#796639,1,0.65893525
140153#633878#446464,1,0.52469265
243589#249003#834002,0,0.38293192
344267#682554#397788,0,0.12890986
134887#904535#175807,0,0.43869472
157640#568368#511974,1,0.50277805
77288#900460#179882,1,0.57817596
321563#420233#659755,1,0.77886486
530981#644127#436215,0,0.33583945
510516#464979#615363,0,0.36597005
55698#386053#693798,1,0.80678695
586659#413935#665988,1,0.86718535
569234#557503#522839,0,0.42166057
531561#637717#442625,0,0.36368203
71699#1010426#69916,0,0.35007712
433078#345492#735192,0,0.45864993
572926#182432#905701,1,0.6557004
44514#771010#309332,0,0.4971271
583355#187698#900460,0,0.3255358
182425#841313#239029,1,0.59852916
136579#438525#641782,0,0.4803124
52090#281583#801465,0,0.428311
209508#324773#758356,1,0.7122588
608909#738729#341613,0,0.2553844
395695#974031#106311,1,0.5374563
145913#350427#730337,1,0.54517394
130880#545526#534816,0,0.06885045
145760#834277#246065,1,0.5138534
527074#164387#923730,0,0.399379
164798#1056335#24007,0,0.4422233
232853#329188#751505,1,0.7296521
50520#101901#985870,0,0.3371825
451792#576588#503754,1,0.581059
273355#981044#99298,0,0.326565
115535#82308#1022941,1,0.59511006
513707#679170#401172,0,0.44300714
178747#840914#239428,1,0.7137952
501349#867586#212756,0,0.3877306
465710#352953#726919,1,0.8109583
337790#866809#213533,0,0.35467085
83562#540350#539992,1,0.60503864
154547#1061963#18379,0,0.3922459
215382#331817#748749,1,0.8884953
410500#974157#106185,1,0.7978426
524837#397266#682634,1,0.6598749
302441#1041486#38856,0,0.43336964
562722#1033744#46598,0,0.40696487
242355#757219#323123,0,0.45324373
381799#792997#287345,0,0.23709959
24514#860716#219626,0,0.48014155
326054#228443#854382,1,0.8377519
272846#836007#244335,1,0.7673382
452785#1020260#60082,1,0.637645
227895#398976#680939,1,0.76931345
540471#1059350#20992,1,0.5505269
63337#136710#951392,1,0.6247865
102173#1026813#53529,1,0.7271608
154850#367633#712230,0,0.2586428
514684#303661#779445,0,0.34902954
335520#871705#208637,0,0.35539564
181987#229497#853341,1,0.75007784
624960#198607#889656,0,0.34878555
101785#726618#353724,1,0.559786
497165#333782#746798,1,0.5869925
238391#174806#913303,0,0.44913146
177633#748318#332024,1,0.6097733
68146#792552#287790,0,0.40310618
44914#46430#1058400,0,0.47457466
233112#866307#214035,1,0.6800941
531931#385461#694391,0,0.4718443
280421#858841#221501,0,0.37122998
384953#464176#616166,0,0.3332934
271814#660502#419840,1,0.5198225
577085#468500#611842,1,0.6800524
336036#1004251#76091,0,0.24959353
595791#486146#594196,1,0.55821764
320661#814278#266064,1,0.69327664
270515#968406#111936,1,0.5557221
156514#1063639#16703,0,0.45035493
435625#58135#1046841,0,0.45798945
511497#768451#311891,1,0.5489411
190655#983532#96810,0,0.2250578
583519#754798#325544,1,0.5495082
223469#752230#328112,0,0.42368257
322756#1021748#58594,0,0.42038032
456505#1009028#71314,0,0.48629838
545531#78987#1026164,1,0.76378155
598215#775276#305066,0,0.42881027
60375#503575#576767,0,0.39552748
433039#39617#1065478,0,0.48403516
488596#748587#331755,1,0.55628026
18896#94426#993353,1,0.7873611
304569#819845#260497,0,0.48671013
392159#470312#610030,0,0.36964434
272388#833142#247200,0,0.41998756
493945#71813#1033251,1,0.53960246
36195#641332#439010,0,0.48925444
303299#1058041#22301,0,0.28739175
524797#701287#379055,0,0.4425229
97492#678262#402080,0,0.4230188
628030#1029994#50348,1,0.6817537
533725#854270#226072,1,0.6186314
128644#148817#939273,1,0.5992833
151046#520005#560337,0,0.45762888
443998#1066851#13491,1,0.59386915
30395#782197#298145,0,0.20108967
417982#144878#943221,1,0.52543396
185162#989167#91175,0,0.32277724
136648#513812#566530,0,0.3576405
528322#687094#393248,1,0.53408647
584221#375470#704385,1,0.5236249
299903#972333#108009,0,0.48766986
266816#987922#92420,0,0.49524182
116744#789364#290978,1,0.6695478
9768#984302#96040,1,0.54821837
309871#550796#529546,0,0.43228668
448086#820235#260107,1,0.6271495
143557#323089#760043,1,0.6712092
354239#1010867#69475,1,0.54256785
488535#748069#332273,1,0.5641739
259628#727636#352706,1,0.8007942
378883#558304#522038,0,0.37906376
385693#757197#323145,0,0.2142487
151911#1049461#30881,0,0.41155005
117563#1002355#77987,1,0.7316994
484741#258799#824192,1,0.66060656
68300#257624#825360,1,0.74379265
232792#396260#683649,1,0.6922833
515435#871975#208367,0,0.2732816
422813#270864#812144,0,0.49434882
135440#513669#566673,0,0.4434302
162512#837246#243096,1,0.5151686
515371#630661#449681,1,0.68648535
297565#659849#420493,0,0.49492556
556613#741940#338402,0,0.24518584
48335#680881#399461,1,0.5831636
570779#791524#288818,0,0.20393135
315177#748525#331817,0,0.36892197
324699#174434#913678,1,0.56610274
624550#356755#723108,1,0.7674452
276534#213961#868799,1,0.75067776
37991#836398#243944,0,0.3810753
590025#847549#232793,0,0.4635219
297641#469022#611320,0,0.21494137
555509#221972#860824,1,0.72162515
460919#681893#398449,1,0.79351115
406909#755698#324644,1,0.7581273
505034#967395#112947,1,0.5686046
245894#357459#722405,0,0.22892363
104362#1005825#74517,0,0.4016769
209530#816169#264173,1,0.55711335
46552#635920#444422,1,0.61703724
6468#594854#485488,1,0.5183692
308161#522776#557566,0,0.30563372
364379#100854#986922,1,0.66696584
281870#789109#291233,0,0.42214242
229703#428106#651889,0,0.40980867
107252#472800#607542,0,0.078423575
199664#441652#638657,1,0.71760696
127172#898289#182053,0,0.28183687
205525#260406#822576,1,0.78656757
120140#643105#437237,1,0.5498223
518737#638129#442213,0,0.4598231
543757#554243#526099,0,0.36924407
134948#305020#778087,0,0.38426572
387659#147545#940548,1,0.7322339
77305#33114#1071907,1,0.80252767
26136#1068663#11679,0,0.44016093
279520#630947#449395,0,0.31986365
506241#159738#928363,0,0.46755698
150461#138371#949730,1,0.66184115
24269#179411#908712,0,0.29436138
101734#945966#134376,1,0.54936415
267956#840754#239588,0,0.3736615
35392#973713#106629,1,0.528504
144668#431383#648669,1,0.6764815
409154#45388#1059442,1,0.73688656
193692#402950#676972,1,0.8428334
149852#121337#966484,1,0.81048524
247464#535083#545259,0,0.33149025
391225#107246#980547,1,0.8508897
241610#640661#439681,0,0.35540876
64925#103724#984048,1,0.6845467
253662#478183#602159,1,0.66601044
210435#191900#896341,1,0.57371503
324326#55242#1049709,0,0.40492994
497825#812689#267653,0,0.103023015
215417#336898#743694,1,0.64323276
223175#513230#567112,1,0.58728224
48808#671362#408980,0,0.37914234
183247#235697#847198,0,0.34380242
271961#267446#815563,1,0.6087935
182003#225455#857353,1,0.5298144
403013#357124#722741,1,0.9045152
89356#701236#379106,1,0.5538234
369262#160858#927251,0,0.4508678
534756#336360#744222,1,0.86300915
4220#626163#454179,1,0.5647638
324375#127653#960195,0,0.42447498
109625#365350#714508,1,0.6536904
335546#965714#114628,1,0.5524957
474048#867360#212982,0,0.41365162
310985#21656#1013463,0,0.14195298
49979#567141#513201,0,0.17159727
497735#812586#267756,0,0.35224584
154558#239668#843354,1,0.600218
248650#822897#257445,1,0.6300366
261509#293054#790021,1,0.6750865
271130#695776#384566,0,0.30874336
565295#771996#308346,0,0.37369978
230966#855883#224459,0,0.47385806
121707#478801#601541,0,0.3784722
480873#357104#722761,1,0.8394247
173328#640075#440267,0,0.3153337
536267#106344#981440,0,0.47489822
252347#960722#119620,1,0.5886459
444212#908593#171749,1,0.55902576
6980#567605#512737,0,0.3861403
253523#104002#983770,1,0.77284926
433819#597325#483017,0,0.3844949
262773#268255#814760,1,0.64534324
294077#689984#390358,0,0.43210492
549671#822717#257625,0,0.17177005
459288#509914#570428,0,0.49344033
211622#741524#338818,0,0.4754584
511712#370852#708995,0,0.47784945
310144#619041#461301,0,0.2620686
546614#340725#739920,0,0.28303817
354271#383762#696094,1,0.8480781
588066#228083#854742,0,0.44370836
394437#324420#758708,1,0.71085596
238075#81638#1023607,1,0.5505283
583405#677468#402874,0,0.35041657
228214#261286#821701,1,0.80084056
266024#220076#862717,1,0.75732905
351289#233001#849831,1,0.91036904
573271#729904#350438,0,0.364661
318775#397626#682277,0,0.43715638
600365#496345#583997,1,0.6998846
333863#454122#626222,1,0.5877766
603306#110817#976989,1,0.59934676
504672#588142#492200,0,0.47195783
226301#115845#971974,0,0.41447872
407490#866276#214066,0,0.21994331
153771#448420#631936,1,0.5483118
626359#754046#326296,1,0.72231555
254058#840621#239721,0,0.39520466
253022#608610#471732,0,0.45838186
169125#352684#727186,0,0.38197166
263487#236642#846291,1,0.87273294
275730#707266#373076,0,0.27840528
92554#509136#571206,0,0.26727542
168016#432243#647834,1,0.6523802
441386#883681#196661,0,0.42704025
150908#520792#559550,0,0.41337234
367666#125008#962816,0,0.413768
171838#41913#1063193,0,0.30584362
447134#542089#538253,0,0.3563483
87383#589919#490423,0,0.48777136
582127#248047#834955,1,0.5515751
177712#748503#331839,1,0.51532614
88399#332401#748177,1,0.763904
550461#981411#98931,0,0.4949255
513743#677530#402812,1,0.6512947
398223#1010380#69962,1,0.6974461
70083#484637#595705,0,0.38963675
377688#760890#319452,1,0.63283074
359653#398622#681289,1,0.63733494
456675#451911#628448,1,0.73370343
313286#977132#103210,0,0.15054446
171402#828054#252288,0,0.48874202
608423#186404#901747,0,0.42611113
251639#825358#254984,1,0.52490604
325301#731552#348790,1,0.53797543
558602#1049815#30527,1,0.6161135
335301#164953#923174,1,0.65359753
152464#826449#253893,0,0.3540829
101873#488915#591427,0,0.33037153
281233#39939#1065154,1,0.84270674
557588#1029378#50964,0,0.43432394
437868#1055128#25214,1,0.64133304
594488#750782#329560,1,0.56169266
522741#945072#135270,0,0.30569562
25906#952747#127595,0,0.2994796
608296#312121#771026,1,0.8579223
252741#87834#1017460,1,0.859276
242588#480508#599834,0,0.1563978
263969#1006881#73461,0,0.42969558
131764#129327#958524,0,0.4048943
322540#58644#1046337,1,0.5750603
28494#949998#130344,0,0.42430216
251521#708011#372331,0,0.24351256
426708#860723#219619,0,0.34731686
261482#273135#809882,1,0.6920183
351464#874059#206283,0,0.25684336
396746#344840#735839,0,0.34491178
23934#755055#325287,0,0.40199068
66608#415271#664681,1,0.77749383
624337#324702#758428,0,0.47713745
255268#967758#112584,0,0.49444544
115289#1051980#28362,1,0.5363103
408833#288048#795022,0,0.4261644
57264#844623#235719,0,0.39490908
14187#610472#469870,0,0.19986515
152661#631158#449184,0,0.4719883
302236#868615#211727,0,0.2942365
163470#958231#122111,1,0.75988084
523450#187122#901027,1,0.7844889
208972#521443#558899,0,0.41135666
507536#327308#755819,1,0.7372042
484869#148205#939892,1,0.83384985
396469#293330#789748,1,0.5953761
219158#452277#628080,1,0.5368257
137147#514102#566240,1,0.536479
115389#300972#782143,1,0.6224046
102192#411922#667998,1,0.8286377
150543#121880#965935,0,0.4577186
194474#829923#250419,0,0.4524594
622047#416936#663058,1,0.88143915
607797#464762#615580,0,0.4458156
583831#890486#189856,0,0.25870183
600001#750931#329411,1,0.66290927
553644#1001277#79065,1,0.6156518
4428#259894#823087,1,0.7619289
404872#233735#849098,1,0.860389
116298#667070#413272,1,0.57098275
526362#488818#591524,1,0.5193289
404764#36554#1068501,1,0.7919216
620968#159244#928864,0,0.4386577
634240#781415#298927,0,0.023281295
20267#536618#543724,0,0.29162553
303268#585960#494382,0,0.49244538
199091#153748#934362,1,0.5092362
263468#33864#1071164,1,0.6364783
436385#227139#855681,0,0.458904
425792#533136#547206,0,0.44464856
231327#446465#633876,1,0.75203896
68190#769485#310857,1,0.5569104
586505#370788#709059,1,0.5000684
30738#1024198#56144,0,0.46956417
627713#60910#1044066,0,0.44123244
513745#466094#614248,0,0.4939602
425341#121277#966543,1,0.7369665
234078#744426#335916,0,0.37378925
207648#789377#290965,0,0.24546352
173554#645316#435026,0,0.27829885
99561#356639#723222,1,0.7474646
177096#170472#917668,1,0.60256076
284813#858702#221640,0,0.46796063
509596#911975#168367,0,0.45573875
511910#1016035#64307,0,0.37879282
427412#861972#218370,1,0.5030881
215530#235199#847681,1,0.6471659
10721#441844#638468,1,0.6509674
13529#807787#272555,0,0.40719333
330612#645454#434888,0,0.47771487
420775#369027#710831,1,0.73546076
360695#870481#209861,0,0.20587614
187141#415157#664791,1,0.71028346
588024#95957#991817,1,0.8654638
504323#947381#132961,0,0.43057865
287295#839192#241150,0,0.31094855
566677#933312#147030,0,0.25130075
379328#502991#577351,0,0.45220762
256444#512952#567390,1,0.5248874
512643#794677#285665,0,0.31745785
190380#331758#748808,1,0.6637248
283369#758682#321660,0,0.3274437
449713#1018266#62076,0,0.3888227
467505#729213#351129,1,0.51377547
510444#624426#455916,0,0.35444066
618960#942478#137864,1,0.76027596
512663#231502#851334,1,0.86266166
136177#79118#1026040,0,0.41120002
417214#668748#411594,1,0.56571174
259775#117943#969887,1,0.6931459
500873#692893#387449,0,0.27321053
57438#867199#213143,0,0.40934816
182985#97191#990580,0,0.42452365
242620#824017#256325,1,0.6611073
542428#572113#508229,1,0.58089596
251644#833149#247193,0,0.41774234
268134#205995#879277,1,0.5660454
485303#856616#223726,0,0.32228687
213809#396972#682931,1,0.5275031
76587#812014#268328,0,0.46680295
215044#303781#779325,1,0.6136224
220015#848168#232174,0,0.34654963
264387#360705#719157,0,0.44644126
981#45852#1058981,0,0.34997377
503980#865604#214738,0,0.16281587
218248#631960#448382,0,0.21049559
460728#171545#916588,1,0.6588641
157531#403991#675929,1,0.8416036
314621#782171#298171,0,0.09645899
294137#235149#847729,1,0.56323934
49206#526912#553430,0,0.3445536
114776#734407#345935,1,0.5590727
386248#312713#770427,1,0.7423373
4726#291726#791329,1,0.56109303
211063#807203#273139,0,0.43105555
204746#487542#592800,0,0.40416202
6336#960449#119893,0,0.25313863
185881#1042410#37932,0,0.42287067
16537#742787#337555,0,0.24633141
373242#840376#239966,1,0.5096212
547631#709779#370563,1,0.7170819
325076#417308#662686,1,0.62240314
25350#337193#743412,0,0.33197194
390385#290215#792840,1,0.55323136
501335#957961#122381,1,0.5941777
4950#609472#470870,1,0.51310456
484749#122700#965118,1,0.6723169
232902#1062541#17801,1,0.5687084
106188#91505#996261,1,0.8392761
391934#735813#344529,1,0.5989028
313599#609425#470917,0,0.20332924
328683#352076#727797,1,0.6317391
359830#784191#296151,1,0.6076351
193245#606680#473662,1,0.5264779
449333#719294#361048,1,0.574892
178723#442571#637736,1,0.5971199
107124#696313#384029,0,0.38161787
145665#608902#471440,1,0.7829537
330958#249885#833117,1,0.55834776
542059#451023#629338,1,0.58287156
436964#787767#292575,0,0.40232977
602535#786803#293539,0,0.47186196
542379#502898#577444,0,0.45766237
437784#576817#503525,1,0.53858835
96600#847578#232764,0,0.430751
607710#1018561#61781,1,0.7384962
195600#965641#114701,1,0.54830855
9176#822639#257703,0,0.28964788
164602#808621#271721,0,0.3221865
466138#422849#657134,1,0.5667727
598656#486598#593744,0,0.43037677
455983#142670#945427,1,0.7916847
55446#564578#515764,0,0.30667913
189410#591405#488937,0,0.29829273
509253#921149#159193,0,0.47659698
598339#364647#715206,0,0.4694186
537521#779396#300946,0,0.3356001
525307#662841#417501,1,0.6819826
595217#356869#722995,1,0.8386925
444059#750777#329565,1,0.51367486
592704#966499#113843,0,0.4386101
569307#557449#522893,0,0.42391863
440834#429210#650789,1,0.8698767
551019#138688#949409,1,0.5707339
173033#539940#540402,1,0.7935061
91420#1030888#49454,1,0.52998936
497990#987533#92809,1,0.6657169
345193#483618#596724,0,0.4785849
607904#796683#283659,0,0.32537735
167030#1067464#12878,0,0.2967667
132122#679515#400827,0,0.4517438
593191#836919#243423,1,0.63037145
34255#616729#463613,0,0.49660748
110760#280197#802846,1,0.71287376
332715#389039#690818,1,0.7512204
92847#992933#87409,0,0.42465764
434064#113269#974545,1,0.8869151
191946#310342#772798,1,0.54171664
402379#973865#106477,1,0.6318144
431132#994288#86054,0,0.39059958
31639#890346#189996,0,0.35813382
368310#998175#82167,0,0.18357909
483800#981820#98522,0,0.4516791
366670#986165#94177,1,0.66125774
460669#553928#526414,0,0.297746
128202#866420#213922,0,0.39032048
564038#82809#1022442,1,0.5308944
316873#1040091#40251,1,0.55082846
501685#338024#742610,1,0.53443664
520960#481263#599079,0,0.26998016
481176#625983#454359,1,0.7736194
41587#463551#616791,1,0.5484229
614578#500244#580098,0,0.31316614
255278#848231#232111,1,0.6005658
552663#149692#938400,1,0.7808366
264881#501575#578767,0,0.47790962
483042#981958#98384,1,0.7233091
385989#96232#991538,1,0.521003
504834#470211#610131,0,0.33060157
609348#129560#958291,1,0.79983646
54022#514143#566199,1,0.7110509
328613#897654#182688,0,0.3921581
40126#807835#272507,1,0.7189506
147419#699224#381118,1,0.58174485
139962#430309#649697,1,0.53879726
409786#533912#546430,0,0.41688323
457250#710161#370181,1,0.8853811
622888#1072095#8247,1,0.7689839
182308#298280#784822,1,0.747035
589052#1053765#26577,0,0.37077332
628939#195361#892895,0,0.41884476
243465#447662#632687,1,0.61489385
473466#148302#939794,1,0.7176806
152073#317415#765729,1,0.7120495
589145#1012034#68308,1,0.75765866
69159#499279#581063,0,0.33254978
162451#547872#532470,0,0.35990185
299893#950674#129668,0,0.33521038
393215#223587#859211,1,0.66589046
187345#460597#619741,1,0.8685583
375074#214827#867928,1,0.89539343
173911#701554#378788,1,0.5994679
492903#740633#339709,1,0.565405
465616#867439#212903,0,0.24343821
304763#568503#511839,1,0.51418334
163652#815821#264521,1,0.72615135
510626#629766#450576,1,0.53124285
51667#998178#82164,0,0.4365432
15289#482537#597805,1,0.5041557
571573#544004#536338,0,0.46458992
492212#512856#567486,1,0.62289864
496585#380112#699742,1,0.58802295
19522#253874#829126,1,0.51394796
474142#744643#335699,1,0.5476087
228291#991179#89163,0,0.39875484
591693#848720#231622,1,0.5133585
258897#965620#114722,0,0.44310704
193129#595196#485146,1,0.532907
208568#859685#220657,1,0.69626707
611802#161219#926889,1,0.7751958
541542#856049#224293,1,0.65096873
390603#383921#695936,1,0.5264298
157429#806302#274040,0,0.39046597
584705#39191#1065906,1,0.62289906
531545#402646#677277,1,0.66698724
329805#398559#681352,0,0.44787398
286067#672387#407955,0,0.25464177
241475#494222#586120,1,0.56202734
